content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
"Apikasinya mudah, menu2 didalamnya mudah dipahami apalagi untuk saya baru mengenal digital banking, mau tranfer beli pulsa atau yg lainnya tinggal pakai link aja benar benar membatu dalam kesharian q.",aplikasi mudah menu  mudah paham     kenal digital perban  transfer beli pulsa    tinggal pakai linkaja aja benar benar bantu  hari ku ,0,1,1,0
"Aplikasi yang sangat buruk, susah banget nginformasi soal keluhan di email pun ga di bales, di telfon pun ga di angkat selalu sibuk, masalah saya yang pertama soalnya ngisi emoney lewat link aja transaksi sudah berhasil cuman pas di update saldo tidak masuk. Yang kedua pending soalnya transfer, saya transfer ke bank BCA sampai sekarang masih pending apakah uang saya bakal ilang lagi sama aplikasi buruk ini? sorry sya tdk akan komen di sini klo kalian respon dan balikin uang sya yg gagal transfer",aplikasi   buruk susah  informasi  keluh  email  ga  bales  telpon  ga  angkat  sibuk      isi uang digital  linkaja aja transaksi  hasil cuman pas  baharu saldo tidak masuk   tunda  transfer  transfer  bank bank central asia    tunda  uang   hilang   aplikasi buruk  maaf  tidak  komen     respon  balikin uang   gagal transfer,-1,-1,-1,0
"Akun ter blokir karena salah pin (padahal masukan pin sudah pelan2 dan benar, tetapi ter blokir). Live chat tidak dibalas, call center gak di angkat, dm dibalas robot, saldo nyangkut sampai ganti tahun. tolong, ini platform ekonomi digital, kok sistem begini?",akun ter blokir  salah pin  masuk pin  pelan  benar  ter blokir langsung obrol tidak balas panggil pusat gak  angkat japri balas robot saldo nyangkut  ganti  tolong  platform ekonomi digital  sistem  ,-1,-1,-1,0
"Aplikasi Link Aja memudahkan hari-hari saya, sistemnya sangat mudah untuk melakukan pembayaran secara online, membeli tiket kereta, dan membayar tagihan lain. Terimakasih Link Aja",aplikasi linkaja aja mudah    sistem  mudah   bayar  daring beli tiket kereta  bayar tagih  terimakasih linkaja aja,0,1,1,0
Mohon untuk ditingkatkan lagi terutama pada kasus gagal/pending transaksi dan proses waktu penanganannya agar dipercepat lagi.,mohon  tingkat     gagal tunda transaksi  proses  tangan  cepat  ,0,0,-1,0
"Sudah habis pulsa 20rb untuk hubungi call service, Ttp Gak bisa ngomong lgsg sama operator.. Pengajuan reset pin, sudah berkali-kali kirim email tdk pernah ada tanggapan... Aplikasi gak niat melayani konsumen... Sangat mengecewakan  Tolong dong untuk pelayanan.. Sama skali gak pernah ada tanggapan..", habis pulsa   hubung panggil servis  gak  ngomong langsung  operator aju reset pin  kali kali kirim email tidak   tanggap aplikasi gak niat layan konsumen  kecewa tolong   layan   gak   tanggap ,-1,0,-1,0
Layanan pengaduan sangat buruk. Kita mengadu namun pihak linkaja sangat sulit dihubungi. Mau via apa lagi agar aduan bisa sampai?,layan adu  buruk  adu   linkaja  sulit hubung  via    adu   ,-1,0,-1,0
"Aplikasi ini sangat bagus dan membantu untuk di jadikan alat transaksi, di lengkapi dengan berbagai fitur yang sudah sangat lengkap dan mudah dimengerti bagi para pemula, aplikasi ini juga sangat recommended karena aplikasi ini dapat di akses dimana saja dan kapan saja",aplikasi   bagus  bantu   jadi alat transaksi  lengkap   fitur    lengkap  mudah erti   mula aplikasi    rekomendasi  aplikasi    akses mana    ,0,1,1,0
"Tolong dong ini gimana kenapa gua kaga bisa login lagi padahal ada limitnya susah masuk nya bos Slalu bacaan akun anda tidak dapet d akses ,, gini amat yah ga kaya dana lebih simple ga ribet!!! Hubungi love chat gimana maksud nya , D suruh melalui cara email pas d klik,HALAMAN WEB TAK TERSESIA MELALUI CALL CENTER SAMA , HALAMAN WEB TAK TERSEDIA , MENDING GA USAH DOWNLOAD APK INI D PERSULIT MAU LOGIN JUGA !! MENDING PAKE DANA AJA LEBIH MUDAH",tolong   gimana  gua kaga  masuk    limit susah masuk  bos  baca akun  tidak dapet  akses gin   ga kaya dana  simpel ga ribet hubung suka obrol gimana maksud   suruh   email pas  tekan halaman web  sedia  panggil pusat  halaman web  sedia mending ga  unduh aplikasi   sulit  masuk  mending pakai dana aja  mudah,-1,-1,-1,0
"Aplikasi linkAja kayak satu aplikasi yang udah memuat banyak banget fungsi..dari tagihan sampai berbagi bisa semua.. Top up juga gampang, promonya banyak..keren banget deh..",aplikasi linkaja kayak  aplikasi  udah muat   fungsi  tagih  bagi   mantap   gampang promo  keren   ,0,1,1,0
"Apk sampah selalu eror,, mau riset pin aja ribet bgt,, katanya cek jaringan padahal kuota banyak jaringan lancar,",aplikasi sampah  eror  riset pin aja ribet bgt  cek jaring  kuota  jaring lancar ,0,0,-1,0
"Aplikasinya bagus ,mudah digunakan & sangat membantu dalam bertransaksi cashless. Jangan ragu untuk gunakan aplikasi ini.",aplikasi bagus mudah   bantu  transaksi nontunai jangan ragu   aplikasi  ,0,1,1,0
Recomended bgt. Fiturnya menarik. Aplikasinya mudah dimengerti.,rekomendasi  fitur tarik aplikasi mudah erti ,0,1,1,0
"Siang. Saya lakukan top up link aja via mbanking BSI. Saya sudah melakukan pengaduan pihak BSI, dan ternyata status transaksi berhasil. Saya di minta menghubungi pihak link aja. Saya sudah lakukan live chat tapi responnya lama sekali, kemana cs nya ini??? Saya sudah lakukan live chat sejak tadi pagi, dan tulisannya ""anda masuk dalam antrian"", tapi di tunggu 20 menitan ttp diam aja, tidak ada respon.. di email di minta ke live chat, di telp gak di respon, pulsa habis pula...hadeh ilang duit ku",siang  laku mantap  linkaja aja via bank digital bank syariah indonesia    adu  bank syariah indonesia   status transaksi hasil    hubung  linkaja aja   laku langsung obrol  respon lama  mana layan langgan     laku langsung obrol   pagi  tulis  masuk  antri   tunggu menit  diam aja tidak  respon  email    langsung obrol  telepon gak  respon pulsa habis  hadeh hilang duit ku,-1,-1,-1,0
Ini cs mana si yg bisa di hubungin? Aplikasi knp tiba2 tidak bisa di akses..? Cobalah respon csNya jgn cuma sedot pulsa aja.., layan langgan  si    hubung aplikasi   tidak   akses coba respon layan langgan jangan  sedot pulsa aja ,-1,-1,-1,0
aplikasi link aja recomended banget bisa mempermudah kita untuk melakukan transaksi dimanapun,aplikasi linkaja aja rekomendasi   mudah    transaksi mana,0,1,1,0
"Pakai link aja dari 2018, sampai sekarang pun masih betah pakenya, banyak fitur2 baru dan gampang banget pakenya. Good jobð",pakai linkaja aja      betah pakai  fitur   gampang  pakai bagus job ,0,1,1,0
kak.. mau tanya akun ke blokir gimna cara balikinya.. msh ada sisa 4oo k.. akun email blm di terverifikasi..udh ajukan pengaduan tpi ngg ada penjelasan udh 4 minggu lbh,kak   akun  blokir gimana  balik   sisa oo  akun email   verifikasi udh aju adu  tidak  jelas udah minggu ,-1,0,-1,-1
"Jgan di install Aplikasi bikin RUGI. diminta reset password tapi selalu gagal dimuat komplain melalui email, instgram tidak ditanggapi, livechat menunggu dalam antrian selama 2 jam tidak ada respon. Bikin rugi sudah deposit.",jangan  pasang aplikasi bikin rugi  reset password   gagal muat komplain  email instagram tidak tanggap japri tunggu  antri  jam tidak  respon bikin rugi  deposit ,-1,0,-1,0
"Aplikasi yang sangat tidak recomend, sebaiknya kosongin saldo saja beri rating bintang 1 lalu hapus aplikasi, CS ga fungsi, ngabisin waktu aja.",aplikasi   tidak recomend  kosongin saldo   nilai bintang  hapus aplikasi layan langgan ga fungsi habisin  aja ,-1,-1,-1,0
"Aplikasi LinkAja tuh emg beneran recommended bgt, transaksi mudah dan cepat jadi gampang deh bayar tagihan apapun. Selain itu, fiturnya juga sangat membantu dan lengkap",aplikasi linkaja  emang beneran rekomendasi  transaksi mudah  cepat  gampang  bayar tagih apa   fitur   bantu  lengkap,0,1,1,0
Ga jelas bgt tibaÂ² eror gak bisa transaksi sudah berhari hari. Mana sudah top up lagi LamaÂ² gue uninstal juga ni aplikasi !,ga    rusak gak  transaksi  hari    mantap   lama gue hapus  ni aplikasi ,0,-1,-1,-1
"Bad sistem!!! Riwayat transaksi tidak muncul, maaf yaa mending gausah nyediain fitur livechat dan call center kalau duaÂ²nya gabisa membantu. Live chat masa dr malam sampe siang hari menunggu antrian terus yg gatau ke brp nya,mending ditiadakan livechat kalau ga ada manfaatnya. Trs call center juga cm habiskan pulsa saja, muterÂ² sistem yang ngomong, susah bener mau komplain perihal transaksi. Maaf sy kecewa beratt! Kapok pake linkaja, pdhl hampir tiap bulan sy pasti gunain app ini.Big NO, kapok!",buruk sistem riwayat transaksi tidak muncul maaf  mending gausah nyediain fitur japri  panggil pusat    gabisa bantu langsung obrol   malam  siang  tunggu antri   gatau    mending tiada japri  ga  manfaat  panggil pusat  cuma habis pulsa  muter sistem  ngomong susah bener  komplain perihal transaksi maaf  kecewa berat kapok pakai linkaja       gunain aplikasi  big nomor kapok ,-1,-1,-1,0
"Upgrade full servis nya lama udah terlanjur top up mana butuh cepet transfer... baca penilaian ternyata ga cuma aku yang begini... terus gimana ini, saldo saya ga bisa diapa apain",tingkat penuh servis  lama udah lanjur mantap   butuh cepat transfer baca nilai  ga      gimana  saldo  ga  apa ,0,-1,-1,-1
"Transaksi kartu elektronik berhasil tapi saldo tidak masuk meski sudah diupdate. Pengajuan komplain susah sekali padahal sudah diemail, telp kontak center dan live chat. Tidak responsif dan menghabiskan waktu. Tiket laporan pun tidak ada tindak lanjut. Mengecewakan sekaligus merugikan konsumen. Semoga jadi berkah saldo sy yang sudah terdebet. Aamin",transaksi kartu elektronik hasil  saldo tidak masuk   baharu aju komplain susah    email telepon kontak pusat  langsung obrol tidak responsif  habis  tiket lapor  tidak  tindak  kecewa  rugi konsumen moga  berkah saldo    debit aamin,-1,-1,-1,0
"Aplikasi ini bagus banget, berbagai fitur lengkap di linkAja. Bisa bayar pulsa, bayar tagihan, dll. Dan pastinya ada banyak promo di aplikasi linkAja.",aplikasi  bagus   fitur lengkap  linkaja  bayar pulsa bayar tagih        promo  aplikasi linkaja ,0,1,1,0
"Proses upgrade full servis sudah lebih dari 4x24 jam masih proses. Hubungi lingaja ! Tlpn gk jelas lingaja, lingaja doang abis pulsa iya Live chat antri terus Email tidak pernah ada respon. Aplikasi apa ini tidak jelas sekali maunya.",proses tingkat penuh servis     jam  proses hubung linkaja telepon gak  linkaja linkaja  habis pulsa iya langsung obrol antri  email tidak   respon aplikasi   tidak    ,-1,0,-1,-1
Upgrade premium ud 24 jam msih dalam proses Tolong bantuannya Chat via CS tidak ad respon Ud di top up tapi sampai sekarang msih dalam proses. Sampai sekarang sudah lebih dari 4 hari masih basic. Di @mail juga tidak di respon.,tingkat premium udah jam   proses tolong bantu obrol via layan langgan tidak  respon udah  mantap       proses           tidak  respon ,-1,0,-1,-1
Aplikasi nya sangat membantu dan memudahkan untuk beli pulsa dan bayar tagihan listrik. Fitur yang di sediakan juga sangat lengkap memudahkan dalam bertransaksi. Pake aplikasi Link aja transaksi jadi lebih simple ga pake ribet,aplikasi   bantu  mudah  beli pulsa  bayar tagih listrik fitur   sedia   lengkap mudah  transaksi pakai aplikasi linkaja aja transaksi   simpel ga pakai ribet,0,1,1,0
"gimana sih ini udah top up malah gak bisa login akun, akunnya bermasalah masa, kecewa banget kalo gini, hangus dah uangnyað­",gimana   udah mantap   gak  masuk akun akun masalah  kecewa   gin hangus  uang ,0,-1,-1,0
Mau reset pin aja gabisa pake data seluler pake wifi malah saya gabungin wifi+data tapi tetep aja masalah koneksi, reset pin aja gabisa pakai data seluler pakai internet   gabungin internet data   aja  koneksi,0,-1,-1,0
"Halo saya saya pengguna Link Aja Setia,.. Kendala saya sudah terselesaikan dengan baik dan Profesional dari Team Link Aja.. Bintang 5 itu menunjukan hasil dan kepuasan pelanggan terhadap Link Aja.. Terima kasih atas Profesionalisme Link Aja.. Saran dari saya : baik y Live Chat real time di tangani dan mungkin petugas Live Chat di perbanyak.. Siapa tau bisa menambah lapangan pekerjaan yg berkah.",   guna linkaja aja setia kendala   selesai  baik  profesional  team linkaja aja bintang  tunjuk hasil  puas langgan  linkaja aja terima kasih  profesionalisme linkaja aja saran   baik  langsung obrol nyata   tangan   tugas langsung obrol  banyak  tau  tambah lapang kerja  berkah ,-1,-1,-1,0
"Selalu aplikasi ini kalo lagi transaksi, pelayanan yang mudah, banyak opsi penawaran/promo juga. Rekomended", aplikasi    transaksi layan  mudah  opsi tawar promo  rekomendasi,0,1,1,0
"Aplikasi ngak jelas... Saya bikin akun malah eror ,di bikin lagi malah di suruh reset pin..bgmn sih",aplikasi    bikin akun  rusak  bikin    suruh reset pin bgmn ,0,-1,-1,0
"Beneran deh ini mantep banget, dompet digital emang solusi untuk jalan sekarang. baguss banget dan mudah digunakan",beneran   mantep  dompet digital emang solusi  jalan  bagus   mudah ,0,1,1,0
Aplikasi paling mamtep mau bayar bayar tinggal klik aja beres no ribet ribet club. Mantep deh ke LinkAja,aplikasi  mantap  bayar bayar tinggal tekan aja beres nomor ribet ribet klub mantep   linkaja,0,1,1,0
Akun sy tiba2 tdk bs terbuka. Pdhal msh ada saldo 100 ribu di dalam. Hub call center via email dan chat cm hbisin waktu dan kuota. Gak ada balasan yg memberikan solusi. Sy ikhlasin sisa saldo sy yg ada d aplk. Smga bermanfaat utk org2 yg ada dlm aplk ini. Sy tdk rekomendasikan utk memakai aplk ini buat yg mau coba2. Dripda nnti kjdian sprti sy. Auto hapus dri tlp aplk nya,akun   tidak  buka    saldo ribu   hubung panggil pusat via email  obrol cuma habisin   kuota gak  balas   solusi  ikhlasin sisa saldo     aplikasi moga manfaat  org    aplikasi   tidak rekomendasi  pakai aplikasi     coba  nnti jadi   auto hapus  telepon aplikasi ,-1,-1,-1,0
"Pelaporan isi pulsa status pending sangat ribet, dan lama. Sampai aplikasi ini saya uninstal statusnya masih pending. Maaf ya saya beri bintang 1 dan uninstal! Beralih ke e walet lain.",lapor isi pulsa status tunda  ribet  lama  aplikasi   hapus status  tunda maaf    bintang  hapus alih  elektronik dompet  ,-1,-1,-1,0
Pake link aja memudahkan buat transaksi apapun. The best pokonya apk ini luvvvâ¤ï¸,pakai linkaja aja mudah  transaksi apa the baik pokok aplikasi  luvvv ,0,1,1,0
"Aplikasi yang sangat membantu dan berguna untuk pengguna, UI yang sangat menarik dan gampang diakses. Terimakasih",aplikasi   bantu  guna  guna antarmuka guna   tarik  gampang akses terimakasih,0,1,1,0
"Saya mulai kecewa nih sama Link aja. Transfer lewat link aja dan lewat Mobile Banking biasa hanya beda 500 aja. Bahkan yang parahnya lagi, Top Up sekarang udah pake biaya admin Rp.1000 Transfer jg biayanya Rp.1000 jg. Ini gimana sih. Kenapa Link Aja makin tidak konsisten. Jangan sampai nanti ke depannya biaya Adminnya makin banyak. Apa bedanya dengan Transfer lewat Mobile Banking? Tolong lah konsisten, nggak usah terlalu banyak biaya admin, setidaknya Top Up nggak usah lah pake admin.",  kecewa   linkaja aja transfer  linkaja aja   telepon perban   beda aja   parah  mantap   udah pakai biaya admin rupiah transfer  biaya rupiah   gimana   linkaja aja  tidak konsisten jangan     biaya admin    beda  transfer  telepon perban tolong  konsisten     biaya admin  mantap     pakai admin ,0,-1,1,0
Jeblok ini aplikasi upgread sedang proses melulu... Padahal saya udah depo gak bisa transfer dll karena belum full servis...,jeblok  aplikasi tingkat  proses melulu   udah depo gak  transfer      penuh servis ,0,0,-1,-1
"Link aja pelayanannya gak baik skrang .. email , call cntr smpe twet .. gak ada jalan keluarnya .. kek mana bisa mnggunakan aplikasi link aja klo dr link aja tdk menindak lanjuti",linkaja aja layan gak baik  email panggil pusat  tweet gak  jalan keluar kek    aplikasi linkaja aja   linkaja aja tidak tindak ,-1,0,-1,0
"Tolong dong min, ini aku mau upgrade ke akun full service biar lebih gampang kalo mau transaksi kok lama banget, dari semenjak download sampe sekarang udah satu bulan lebih kok masi blom selesai? Minimal saldonya bisa ditarik, yang bikin malu waktu itu aku ga bawa cash mau transaksi pake linkAja malah gabisa, sumpah akhirnya gajadi. Kalo bisa dipercepat atuh",tolong  admin    tingkat  akun penuh servis biar  gampang   transaksi  lama   semenjak unduh   udah       selesai minimal saldo  tarik  bikin malu    ga bawa tunai  transaksi pakai linkaja  gabisa sumpah  gajadi   cepat atuh,0,-1,-1,-1
Aplikasi link aja bagi saya sangat bermanfaat dan mempermudah berbagai hal dan banyak berbagai promo-promo yang menggiurkan,aplikasi linkaja aja    manfaat  mudah      promo promo  giur,0,1,1,0
"Parah linkaja ini semakin kesini semakin buruk, saya kirim uang ke bank btn pending dari tgl 02 feb 2023 hingga skrang, saldo sdh kepotong tapi masih pending, saya sdh tdk percaya lagi menggunakan linkaja, sdh kirim ke @mail, cs dan telpon tapi semua nya susah untuk di hubungi",parah linkaja   kesini  buruk  kirim uang  bank bank tabung negara tunda  tanggal februari   saldo  potong   tunda   tidak percaya   linkaja  kirim  layan langgan  telpon    susah   hubung,-1,-1,-1,0
